en,ru,pl,be,uk,bg,sl,cs,ca,es,tr
" [???] actresses specialize in either male or female roles, with male role actresses receiving top billing."," [???] актрисы специализируются на мужских или женских ролях, причем актрисы-мужчины получают самые высокие счета."," [???] aktorki specjalizują się w rolach męskich lub żeńskich, przy czym aktorki płci męskiej otrzymują najwyższe rachunki."," [???] актрысы спецыялізуюцца на выкананні мужчынскіх і жаночых роляў, прычым актрысы мужчынскага полу атрымліваюць лепшыя аплаты."," [???] актриси спеціалізуються на чоловічих або жіночих ролях, причому акторки чоловічої ролі отримують найвищу вартість."," [???] актрисите се специализират или в мъжки, или в женски роли, като актрисите от мъжка роля получават най-високо заплащане."," [???] igralke so specializirane za moške ali ženske vloge, pri čemer so igralke moške vloge najbolj zaračunane."," [???] herečky se specializují buď na mužské nebo ženské role, přičemž herečky v mužských rolích obdrží nejvyšší ocenění."," [???] Les actrius s'especialitzen en papers masculins o femenins, i les actrius masculines reben la millor facturació."," [???] Las actrices se especializan en papeles masculinos o femeninos, y las actrices de papeles masculinos reciben la mejor facturación."," [???] aktrisler, erkek veya kadın rollerinde uzmanlaşır ve erkek rol aktrisleri en yüksek faturayı alır."
 The band [???] is known for its political songs., Группа [???] известна своими политическими песнями., Zespół [???] znany jest z politycznych piosenek., Гурт [???] вядомы сваімі палітычнымі песнямі., Гурт [???] відомий своїми політичними піснями., Групата [???] е известна с политическите си песни., Skupina [???] je znana po političnih pesmih., Kapela [???] je známá svými politickými písněmi., La banda [???] és coneguda per les seves cançons polítiques., La banda [???] es conocida por sus canciones políticas., [???] grubu politik şarkılarıyla tanınır.
" [???] has recently taken to marketing "" monographs "" -- short books by individual writers with editing and layout provided out-of-house -- directly to the consumer."," [???] недавно занялся маркетингом ""монографий"" - коротких книг отдельных авторов с редактированием и оформлением вне дома - непосредственно потребителю.", [???] ostatnio zaczął sprzedawać „monografie” – krótkie książki autorstwa indywidualnych pisarzy z redagowaniem i układem dostarczanym poza domem – bezpośrednio do konsumenta.," [???] нядаўна выпусціў на рынак ""манаграфіі"" - кароткія кнігі асобных пісьменнікаў з рэдагаваннем і вёрсткай, якія прадастаўляюцца па-за домам - непасрэдна спажыўцу."," [???] нещодавно почав продавати «монографії» — короткі книжки окремих письменників із редагуванням і компонуванням, які надаються поза домом — безпосередньо споживачеві."," [???] наскоро започна да пуска на пазара ""монографии"" -- кратки книги от отделни писатели с редактиране и оформление, предоставени извън дома -- директно на потребителя."," [???] se je nedavno lotil trženja ""monografij"" -- kratkih knjig posameznih pisateljev z urejanjem in postavitvijo, zagotovljenimi zunaj hiše -- neposredno potrošniku.", [???] se nedávno pustil do marketingu „monografií“ – krátkých knih od jednotlivých autorů s redakcí a úpravou poskytovanou mimo dům – přímo spotřebiteli.," [???] s'ha posat recentment en màrqueting de ""monografies"" --llibres breus d'escriptors individuals amb edició i maquetació proporcionada fora de casa-- directament al consumidor."," [???] recientemente se ha dedicado a comercializar ""monografías"" (libros breves de escritores individuales con edición y maquetación externa) directamente al consumidor."," [???] son ​​zamanlarda "" monografileri "" -- bireysel yazarlar tarafından kurgusu ve mizanpajı şirket dışında sağlanan kısa kitaplar -- doğrudan tüketiciye pazarlamaya başladı ."
 The [???] has major computing resources and a large budget; some thought that 56 bits was [???] in the late ' 70s.," [???] имеет большие вычислительные ресурсы и большой бюджет; некоторые думали, что 56 бит было [???] в конце 70-х."," [???] ma duże zasoby obliczeniowe i duży budżet; niektórzy myśleli, że 56 bitów było [???] pod koniec lat 70."," [???] мае вялікія вылічальныя рэсурсы і вялікі бюджэт; некаторыя думалі, што 56 біт [???] у канцы 70-х."," [???] має значні обчислювальні ресурси та великий бюджет; деякі думали, що 56 біт було [???] наприкінці 70-х."," [???] има големи изчислителни ресурси и голям бюджет; някои смятаха, че 56 бита е [???] в края на 70-те."," [???] ima velike računalniške vire in velik proračun; nekateri so mislili, da je 56 bitov [???] v poznih 70-ih."," [???] má velké výpočetní zdroje a velký rozpočet; někteří si mysleli, že 56 bitů bylo [???] koncem 70. let.", El [???] té grans recursos informàtics i un gran pressupost; alguns pensaven que 56 bits era [???] a finals dels anys 70., El [???] tiene importantes recursos informáticos y un gran presupuesto; algunos pensaron que los 56 bits eran [???] a finales de los 70., [???] büyük bilgi işlem kaynaklarına ve büyük bir bütçeye sahiptir; bazıları 56 bitin 70'lerin sonlarında [???] olduğunu düşündü.
" As of 2003 [???] claims that 1024-bit RSA keys are equivalent in strength to 80-bit symmetric keys, 2048-bit RSA keys to 112-bit symmetric keys and 3072-bit RSA keys to 128-bit symmetric keys."," По состоянию на 2003 год [???] утверждает, что 1024-битные ключи RSA эквивалентны по силе 80-битным симметричным ключам, 2048-битные ключи RSA — 112-битным симметричным ключам и 3072-битные ключи RSA — 128-битным симметричным ключам."," Od 2003 r. [???] twierdzi, że 1024-bitowe klucze RSA są równoważne sile 80-bitowych kluczy symetrycznych, 2048-bitowe klucze RSA 112-bitowym kluczom symetrycznym, a 3072-bitowe klucze RSA 128-bitowym kluczom symetrycznym."," Па стане на 2003 год [???] сцвярджае, што 1024-бітныя ключы RSA эквівалентныя па трываласці 80-бітным сіметрычным ключам, 2048-бітныя RSA-ключы эквівалентныя 112-бітным сіметрычным ключам і 3072-бітныя RSA-ключы 128-бітным сіметрычным ключам."," Станом на 2003 рік [???] стверджує, що 1024-бітні ключі RSA еквівалентні за міцністю 80-бітним симетричним ключам, 2048-бітні RSA-ключі еквівалентні 112-бітним симетричним ключам і 3072-бітні RSA-ключі 128-бітним симетричним ключам."," От 2003 г. [???] твърди, че 1024-битовите RSA ключове са еквивалентни по сила на 80-битовите симетрични ключове, 2048-битовите RSA ключове на 112-битовите симетрични ключове и 3072-битовите RSA ключове на 128-битовите симетрични ключове."," Od leta 2003 [???] trdi, da so 1024-bitni ključi RSA po moči enakovredni 80-bitnim simetričnim ključem, 2048-bitni ključi RSA 112-bitnim simetričnim ključem in 3072-bitni ključi RSA 128-bitnim simetričnim ključem."," Od roku 2003 [???] tvrdí, že 1024bitové klíče RSA jsou co do síly ekvivalentní 80bitovým symetrickým klíčům, 2048bitové klíče RSA 112bitovým symetrickým klíčům a 3072bitové klíče RSA 128bitovým symetrickým klíčům."," A partir de 2003 [???] afirma que les claus RSA de 1024 bits són equivalents en força a les claus simètriques de 80 bits, les claus RSA de 2048 bits a les claus simètriques de 112 bits i les claus RSA de 3072 bits a les claus simètriques de 128 bits."," A partir de 2003 [???] afirma que las claves RSA de 1024 bits son equivalentes en fuerza a las claves simétricas de 80 bits, las claves RSA de 2048 bits a las claves simétricas de 112 bits y las claves RSA de 3072 bits a las claves simétricas de 128 bits."," 2003 itibariyle [???], 1024-bit RSA anahtarlarının güç açısından 80-bit simetrik anahtarlara, 2048-bit RSA anahtarlarının 112-bit simetrik anahtarlara ve 3072-bit RSA anahtarlarının 128-bit simetrik anahtarlara eşdeğer olduğunu iddia etmektedir."
 [???] has six academic divisions with a strong emphasis on sciences and engineering., [???] имеет шесть академических подразделений с упором на науку и технику., [???] ma sześć wydziałów akademickich z silnym naciskiem na nauki ścisłe i inżynierię., [???] мае шэсць акадэмічных падраздзяленняў з моцным акцэнтам на навуках і тэхніцы., [???] має шість академічних підрозділів із сильним акцентом на науках та техніці., [???] има шест академични отдела със силен акцент върху науките и инженерството., [???] ima šest akademskih oddelkov z močnim poudarkom na znanosti in tehniki., [???] má šest akademických divizí se silným důrazem na vědy a inženýrství., [???] té sis divisions acadèmiques amb un fort èmfasi en les ciències i l'enginyeria., [???] tiene seis divisiones académicas con un fuerte énfasis en ciencias e ingeniería.," [???], bilim ve mühendisliğe güçlü bir vurgu yapan altı akademik bölüme sahiptir."
 [???] is incorporated as a non-profit corporation and is governed by a privately appointed 46-member board of trustees who serve five year terms of office and retire at the age of 72.," [???] зарегистрирована как некоммерческая корпорация и управляется частным попечительским советом из 46 членов, которые избираются на пятилетний срок и выходят на пенсию в возрасте 72 лет."," [???] jest zarejestrowana jako korporacja non-profit i jest zarządzana przez prywatnie powołaną 46-osobową radę powierniczą, która sprawuje pięcioletnią kadencję i przechodzi na emeryturę w wieku 72 lat."," [???] зарэгістравана як некамерцыйная карпарацыя і кіруецца прыватна прызначаным апякунскім саветам з 46 членаў, якія адбываюць пяцігадовы тэрмін паўнамоцтваў і выходзяць на пенсію ва ўзросце 72 гадоў."," [???] зареєстрована як некомерційна корпорація та керується приватно призначеною радою опікунів із 46 членів, які мають п’ятирічний термін повноважень і виходять на пенсію у віці 72 років."," [???] е учредено като корпорация с нестопанска цел и се управлява от частно назначен 46-членен съвет на попечителите, които имат петгодишен мандат и се пенсионират на 72-годишна възраст."," [???] je ustanovljena kot neprofitna družba in jo upravlja zasebno imenovani 46-članski odbor skrbnikov, ki opravljajo petletni mandat in se upokojijo pri starosti 72 let."," [???] je zapsána jako nezisková společnost a je řízena soukromě jmenovanou 46člennou správní radou, která slouží pětiletá funkční období a odchází do důchodu ve věku 72 let.", [???] està constituïda com una corporació sense ànim de lucre i està governada per una junta de patronat de 46 membres de nomenament privat que exerceixen mandats de cinc anys i es jubilen als 72 anys., [???] está incorporada como una corporación sin fines de lucro y está gobernada por una junta de fideicomisarios de 46 miembros designados de forma privada que cumplen mandatos de cinco años y se jubilan a la edad de 72 años., [???] kar amacı gütmeyen bir şirket olarak kurulmuştur ve özel olarak atanan ve beş yıllık görev süresi olan ve 72 yaşında emekli olan 46 üyeli bir mütevelli heyeti tarafından yönetilmektedir.
" In 2008, [???] spend over $ 1.6 billion on research and development and employed over 5,000 project-related and support employees."," В 2008 году [???] потратила более 1,6 миллиарда долларов на исследования и разработки и наняла более 5000 сотрудников, связанных с проектами и вспомогательных сотрудников."," W 2008 roku [???] wydała ponad 1,6 miliarda dolarów na badania i rozwój oraz zatrudniła ponad 5000 pracowników związanych z projektami i wsparciem."," У 2008 годзе [???] выдаткавала больш за 1,6 мільярда долараў на даследаванні і распрацоўкі і наняла больш за 5000 супрацоўнікаў, звязаных з праектамі і службамі падтрымкі."," У 2008 році [???] витратив понад 1,6 мільярда доларів США на дослідження та розробки та найняв понад 5000 співробітників, пов’язаних із проектами та підтримки."," През 2008 г. [???] похарчи над 1,6 милиарда долара за научноизследователска и развойна дейност и нае над 5000 служители, свързани с проекти и поддръжка."," Leta 2008 je [???] porabil več kot 1,6 milijarde dolarjev za raziskave in razvoj ter zaposloval več kot 5000 projektno povezanih in podpornih zaposlenih."," V roce 2008 [???] utratila více než 1,6 miliardy dolarů na výzkum a vývoj a zaměstnávala více než 5 000 zaměstnanců souvisejících s projekty a podpůrných zaměstnanců."," El 2008, [???] va gastar més de 1.600 milions de dòlars en investigació i desenvolupament i va emprar més de 5.000 empleats relacionats amb projectes i de suport."," En 2008, [???] gastó más de $ 1600 millones en investigación y desarrollo y empleó a más de 5000 empleados relacionados con proyectos y de apoyo."," 2008'de [???] araştırma ve geliştirmeye 1,6 milyar doların üzerinde harcama yaptı ve 5.000'in üzerinde proje ile ilgili ve destek çalışanı istihdam etti."
" [???] is a small four-year, highly residential research university with a majority of enrollments in graduate programs."," [???] - это небольшой четырехлетний исследовательский университет с большим количеством жилых помещений, в котором большинство студентов обучаются по программам последипломного образования."," [???] to mały, czteroletni uniwersytet badawczy z dużą liczbą mieszkań, z większością zapisów na studia podyplomowe."," [???] - гэта невялікі чатырохгадовы даследчы ўніверсітэт, дзе большасць студэнтаў навучаюцца ў аспірантуры."," [???] — це невеликий чотирирічний науково-дослідний університет, де більшість студентів навчаються за програмами магістратури.", [???] е малък четиригодишен изследователски университет с голяма част от студентите с по-голямата част от записаните в магистърски програми.," [???] je majhna štiriletna, visoko rezidenčna raziskovalna univerza z večino vpisanih v podiplomske programe."," [???] je malá čtyřletá, vysoce rezidenční výzkumná univerzita s většinou zápisů do postgraduálních programů."," [???] és una petita universitat de recerca de quatre anys, altament residencial, amb la majoria de les inscripcions en programes de postgrau.", [???] es una pequeña universidad de investigación altamente residencial de cuatro años con una mayoría de inscripciones en programas de posgrado.," [???] dört yıllık, küçük bir araştırma üniversitesidir ve çoğu lisansüstü programlara kayıt yaptırmaktadır."
" [???] offers 24 majors ( called "" options "") and six minors across all six academic divisions.", [???] предлагает 24 специальности (так называемые «варианты») и шесть несовершеннолетних во всех шести академических подразделениях., [???] oferuje 24 kierunki (zwane „opcjami”) i sześć nieletnich we wszystkich sześciu działach akademickich.," [???] прапануе 24 спецыяльнасці (так званыя ""варыянты"") і шэсць непаўналетніх ва ўсіх шасці акадэмічных падраздзяленнях.", [???] пропонує 24 спеціальності (так звані «варіанти») і шість другорядних у всіх шести навчальних підрозділах., [???] предлага 24 специалности (наречени „опции“) и шест второстепенни във всичките шест академични отдела.," [???] ponuja 24 smeri (imenovane ""možnosti"") in šest manjših v vseh šestih akademskih oddelkih.", [???] nabízí 24 hlavních oborů (nazývaných „opce“) a šest nezletilých ve všech šesti akademických divizích.," [???] ofereix 24 majors (anomenades ""opcions"") i sis menors a les sis divisions acadèmiques."," [???] ofrece 24 especializaciones (llamadas ""opciones"") y seis especializaciones en las seis divisiones académicas."," [???], altı akademik bölümün tamamında 24 ana dal (""seçenekler"" olarak adlandırılır) ve altı yan dal sunar."
" [???] requires students to take a core curriculum of 30 classes: five terms of mathematics, five terms of physics, two terms of chemistry, one term of biology, a freshman elective "" menu "" course, two terms of introductory lab courses, two terms of science writing, and twelve terms of humanities."," [???] требует, чтобы учащиеся прошли основной учебный план из 30 предметов: пять семестров по математике, пять семестров по физике, два семестра по химии, один семестр по биологии, факультативный курс «меню» для первокурсников, два семестра вводных лабораторных курсов , два семестра по написанию научных работ и двенадцать семестров по гуманитарным наукам."," [???] wymaga od studentów realizacji podstawy programowej obejmującej 30 zajęć: pięć semestrów z matematyki, pięć semestrów z fizyki, dwa semestry z chemii, jeden semestr z biologii, kurs fakultatywny „menu” dla studentów pierwszego roku, dwa semestry zajęć wprowadzających do laboratorium , dwa semestry pisania przedmiotów ścisłych i dwanaście semestrów nauk humanistycznych."," [???] патрабуе, каб студэнты прайшлі асноўны навучальны план з 30 заняткаў: пяць семестраў па матэматыцы, пяць семестраў па фізіцы, два семестры па хіміі, адзін семестр па біялогіі, факультатыўны курс першакурсніка ""меню"", два семестры ўводных лабараторных курсаў , два тэрміны пісьмовай навукі і дванаццаць тэрмінаў гуманітарных навук."," [???] вимагає, щоб студенти пройшли основний навчальний план із 30 занять: п’ять семестрів математики, п’ять семестрів фізики, два семестри хімії, один семестр біології, факультативний курс першокурсника «меню», два семестри вступних лабораторних курсів , два терміни наукового письма та дванадцять термінів гуманітарних наук."," [???] изисква студентите да вземат основна учебна програма от 30 часа: пет семестра по математика, пет семестра по физика, два семестра по химия, един семестър по биология, избираем курс по „меню“ за първокурсник, два семестра от уводни лабораторни курсове , два термина за писане на научни науки и дванадесет термина за хуманитарни науки."," [???] od študentov zahteva, da se udeležijo osnovnega kurikuluma s 30 predavanji: pet semejev matematike, pet semejev fizike, dva semestra kemije, en semester biologije, izbirni ""menijski"" predmet za bruce, dva semestra uvodnih laboratorijskih tečajev , dva termina znanstvenega pisanja in dvanajst terminov humanistike."," [???] vyžaduje, aby studenti absolvovali základní učební plán o 30 hodinách: pět termínů matematiky, pět termínů fyziky, dva termíny chemie, jeden termín biologie, volitelný kurz „menu“ pro prváka, dva termíny úvodních laboratorních kurzů , dva termíny vědeckého psaní a dvanáct termínů humanitních věd."," [???] requereix que els estudiants cursin un pla d'estudis bàsic de 30 classes: cinc trimestres de matemàtiques, cinc trimestres de física, dos trimestres de química, un trimestre de biologia, un curs optatiu ""menú"" de primer any, dos trimestres de cursos de laboratori d'introducció. , dos termes d'escriptura científica i dotze termes d'humanitats."," [???] requiere que los estudiantes tomen un plan de estudios básico de 30 clases: cinco términos de matemáticas, cinco términos de física, dos términos de química, un término de biología, un curso electivo de ""menú"" de primer año, dos términos de cursos de laboratorio introductorios , dos términos de escritura científica y doce términos de humanidades."," [???] öğrencilerin 30 derslik bir çekirdek müfredat almalarını gerektirir: beş matematik terimi, beş fizik terimi, iki kimya terimi, bir biyoloji terimi, birinci sınıf seçmeli "" menü "" dersi, iki dönem laboratuvara giriş dersi , iki terim bilim yazımı ve on iki terim beşeri bilimler."
" The research facilities at [???] are available to graduate students, but there are opportunities for students to work in facilities of other universities, research centers as well as private industries."," Исследовательские объекты в [???] доступны для аспирантов, но у студентов есть возможность работать на объектах других университетов, исследовательских центров, а также в частных предприятиях."," Zaplecze badawcze w [???] jest dostępne dla doktorantów, ale studenci mają możliwość pracy w obiektach innych uczelni, ośrodkach badawczych, a także w firmach prywatnych."," Даследчыя магчымасці ў [???] даступныя для аспірантаў, але ёсць магчымасці для студэнтаў, каб працаваць у памяшканнях іншых універсітэтаў, даследчых цэнтраў, а таксама прыватных прадпрыемстваў."," Дослідницькі центри в [???] доступні для аспірантів, але студенти мають можливість працювати в інших університетах, дослідницьких центрах, а також у приватних галузях."," Изследователските съоръжения в [???] са достъпни за завършили студенти, но има възможности студентите да работят в съоръжения на други университети, изследователски центрове, както и частни индустрии."," Raziskovalne zmogljivosti na [???] so na voljo podiplomskim študentom, vendar obstajajo možnosti za študente, da delajo v objektih drugih univerz, raziskovalnih središčih in zasebnih industrijah."," Výzkumná zařízení na [???] jsou k dispozici postgraduálním studentům, ale studenti mají příležitost pracovat v zařízeních jiných univerzit, výzkumných center i soukromých odvětví."," Les instal·lacions de recerca de [???] estan disponibles per als estudiants de postgrau, però hi ha oportunitats perquè els estudiants treballin en instal·lacions d'altres universitats, centres de recerca i indústries privades."," Las instalaciones de investigación en [???] están disponibles para estudiantes graduados, pero hay oportunidades para que los estudiantes trabajen en instalaciones de otras universidades, centros de investigación e industrias privadas."," [???]'daki araştırma olanakları mezun öğrencilerin kullanımına açıktır, ancak öğrencilerin diğer üniversitelerin, araştırma merkezlerinin ve özel sektörlerin tesislerinde çalışma fırsatları vardır."
 Undergraduates at [???] are also encouraged to participate in research., Студентам [???] также предлагается участвовать в исследованиях., Studenci studiów licencjackich w [???] są również zachęcani do udziału w badaniach., Студэнты [???] таксама заахвочваюцца да ўдзелу ў даследаваннях., Студенти [???] також заохочуються до участі в дослідженнях., Студентите в [???] също се насърчават да участват в изследвания., K sodelovanju pri raziskavah se spodbuja tudi dodiplomske študente [???]., Vysokoškoláci na [???] jsou také povzbuzováni k účasti na výzkumu., També s'anima als estudiants universitaris de [???] a participar en la recerca., También se alienta a los estudiantes universitarios de [???] a participar en la investigación., [???]'daki lisans öğrencileri de araştırmaya katılmaya teşvik edilir.
" [???] has athletic teams in baseball, men 's& women 's basketball, cross country, fencing, men 's soccer, swimming& diving, men 's& women 's tennis, track& field, women 's volleyball, and men 's& women 's water polo."," [???] имеет спортивные команды по бейсболу, мужскому и женскому баскетболу, бегу по пересеченной местности, фехтованию, мужскому футболу, плаванию и дайвингу, мужскому и женскому теннису, легкой атлетике, женскому волейболу и мужчинам. женское водное поло."," [???] ma drużyny lekkoatletyczne w baseballu, koszykówce mężczyzn i kobiet, biegach przełajowych, szermierce, piłce nożnej mężczyzn, pływaniu i nurkowaniu, tenisie mężczyzn i kobiet, lekkoatletyce, siatkówce kobiet i mężczyzn Piłka wodna 's&damska."," [???] мае спартыўныя каманды па бейсболе, мужчынскім і жаночым баскетболе, кросе, фехтаванні, мужчынскім футболе, плаванні і скачках у ваду, мужчынскім і жаночым тэнісе, лёгкай атлетыцы, жаночым валейболе і мужчын жаночае воднае пола."," [???] має спортивні команди з бейсболу, чоловічого та жіночого баскетболу, кросу, фехтування, чоловічого футболу, плавання та стрибків у воду, чоловічого та жіночого тенісу, легкої атлетики, жіночого волейболу та чоловіків жіноче водне поло."," [???] има атлетически отбори по бейзбол, мъжки и женски баскетбол, крос кънтри, фехтовка, мъжки футбол, плуване и гмуркане, мъжки и женски тенис, лека атлетика, женски волейбол и мъже водна топка за жени."," [???] ima atletske ekipe v baseballu, moški in ženski košarki, teku na smučeh, sabljanju, moškem nogometu, plavanju in potapljanju, moškem in ženskem tenisu, atletiki, ženski odbojki in moških ženski in vaterpolo."," [???] má atletické týmy v baseballu, mužském a ženském basketbalu, cross country, šermu, mužském fotbale, plavání a potápění, mužském a ženském tenise, atletice, ženském volejbalu a muži 's & dámské vodní pólo."," [???] té equips esportius de beisbol, bàsquet masculí i femení, camp a través, esgrima, futbol masculí, natació i busseig, tennis masculí i femení, pista i camp, voleibol femení i homes waterpolo femení."," [???] tiene equipos atléticos de béisbol, baloncesto masculino y femenino, campo traviesa, esgrima, fútbol masculino, natación y clavados, tenis masculino y femenino, atletismo, voleibol femenino y voleibol masculino. Waterpolo femenino y masculino."," [???] beyzbol, erkek ve kadın basketbolu, kros, eskrim, erkek futbolu, yüzme ve dalış, erkek ve kadın tenisi, atletizm, kadın voleybolu ve erkeklerde atletik takımlara sahiptir 's& kadın su topu."
" [???] has appeared in several works of popular culture, both as itself and in disguised form."," [???] появился в нескольких произведениях популярной культуры как сам по себе, так и в замаскированной форме."," [???] pojawił się w kilku dziełach kultury popularnej, zarówno jako on sam, jak iw przebranej formie."," [???] з'явіўся ў некалькіх творах масавай культуры як сам па сабе, так і ў замаскіраванай форме."," [???] з'явився в кількох творах популярної культури, як сам по собі, так і в замаскованій формі."," [???] се появява в няколко произведения на популярната култура, както сам, така и в прикрита форма."," [???] se je pojavil v več delih popularne kulture, tako sam kot v prikriti obliki."," [???] se objevil v několika dílech populární kultury, a to jak sám o sobě, tak v přestrojené podobě."," [???] ha aparegut en diverses obres de cultura popular, tant com ella mateixa com en forma disfressada."," [???] ha aparecido en varias obras de cultura popular, tanto en sí mismo como disfrazado."," [???], hem kendisi hem de kılık değiştirmiş olarak birçok popüler kültür eserinde yer almıştır."
" The average salary for assistant professors at [???] is $ 105,800, associate professors $ 126,000, and full professors $ 171,900."," Средняя заработная плата доцентов в [???] составляет 105 800 долларов США, доцентов — 126 000 долларов США, а профессоров — 171 900 долларов США."," Średnie wynagrodzenie adiunktów w [???] wynosi 105 800 USD, profesorów nadzwyczajnych 126 000 USD, a profesorów zwyczajnych 171 900 USD."," Сярэдні заробак асістэнтаў у [???] складае 105 800 долараў, дацэнтаў — 126 000 долараў, а поўных прафесараў — 171 900 долараў."," Середня зарплата доцентів [???] становить 105 800 доларів США, ад’юнктів – 126 000 доларів, а повних професорів – 171 900 доларів."," Средната заплата за асистенти в [???] е 105 800 долара, доценти 126 000 долара и редовни професори 171 900 долара."," Povprečna plača docentov na [???] je 105.800 $, izrednih profesorjev 126.000 $ in rednih profesorjev 171.900 $."," Průměrná mzda asistentů na [???] je 105 800 $, docentů 126 000 $ a řádných profesorů 171 900 $."," El sou mitjà dels professors assistents a [???] és de 105.800 dòlars, els professors associats de 126.000 dòlars i els professors titulars de 171.900 dòlars."," El salario promedio de los profesores asistentes en [???] es de $ 105,800, los profesores asociados $ 126,000 y los profesores titulares $ 171,900."," [???]'daki yardımcı doçentler için ortalama maaş 105.800 dolar, doçentler 126.000 dolar ve profesörler 171.900 dolar."
" In 2010, [???] has, for the third time, applied for planning permission for the proposed project.", В 2010 году [???] в третий раз подали заявку на получение разрешения на строительство предлагаемого проекта., W 2010 r. [???] po raz trzeci wystąpiła o pozwolenie na budowę dla planowanego przedsięwzięcia., У 2010 годзе [???] у трэці раз падаў заяўку на дазвол на планаванне прапанаванага праекта., У 2010 році [???] втретє подала заявку на отримання дозволу на планування запропонованого проекту., През 2010 г. [???] за трети път кандидатства за разрешение за планиране на предложения проект., V letu 2010 je [???] že tretjič zaprosil za gradbeno dovoljenje za predlagani projekt., V roce 2010 [???] již potřetí požádala o stavební povolení pro navrhovaný záměr.," L'any 2010, [???] ha sol·licitat per tercera vegada la llicència urbanística per al projecte proposat."," En 2010, [???], por tercera vez, solicitó un permiso de planificación para el proyecto propuesto."," 2010 yılında [???], önerilen proje için üçüncü kez planlama izni başvurusunda bulundu."
 The [???] is in favor of a negotiated solution to the nation 's internal conflict., [???] выступает за решение внутреннего конфликта страны путем переговоров., [???] opowiada się za wynegocjowanym rozwiązaniem wewnętrznego konfliktu narodu., [???] выступае за вырашэнне ўнутранага канфлікту краіны шляхам перамоў., [???] виступає за вирішення внутрішнього конфлікту країни шляхом переговорів., [???] е за решение чрез преговори на вътрешния конфликт на нацията., [???] je naklonjen rešitvi notranjega spora v državi s pogajanji., [???] je pro vyjednané řešení vnitřního konfliktu národa., El [???] està a favor d'una solució negociada al conflicte intern de la nació., El [???] está a favor de una solución negociada al conflicto interno de la nación.," [???], ulusun iç çatışmasına müzakere edilmiş bir çözümden yana."
 Recent accession to the [???] gives further impetus and direction to structural reform., Недавнее присоединение к [???] дает дополнительный импульс и направление структурной реформе., Niedawne przystąpienie do [???] daje dalszy impuls i kierunek reformom strukturalnym., Нядаўняе далучэнне да [???] дае дадатковы імпульс і кірунак структурнай рэформе., Нещодавнє приєднання до [???] дає подальший поштовх і напрямок для структурних реформ., Скорошното присъединяване към [???] дава допълнителен тласък и посока на структурната реформа., Nedavni pristop k [???] daje nadaljnjo spodbudo in usmeritev strukturni reformi., Nedávné přistoupení k [???] dává další impuls a směr strukturální reformě., L'adhesió recent al [???] dóna més impuls i direcció a la reforma estructural., La reciente adhesión a [???] da más impulso y dirección a la reforma estructural.," [???]'ya son katılım, yapısal reforma daha fazla ivme ve yön vermektedir."
 The [???] has been involved in a number of bombing and shooting incidents., [???] был причастен к ряду взрывов и стрельбы., [???] brał udział w wielu incydentach bombowych i strzelaninach., [???] быў уцягнуты ў шэраг выбухаў і стральбы., [???] брав участь у ряді вибухів і стрілянини., [???] е участвал в редица инциденти с бомбени атентати и стрелба., [???] je bil vpleten v številne bombne napade in streljanje., [???] byl zapojen do řady bombových a střeleckých incidentů., El [???] ha estat involucrat en diversos incidents de bombardeig i tiroteig., El [???] ha estado involucrado en varios incidentes de bombardeos y tiroteos., [???] bir dizi bombalama ve silahlı saldırı olayına karıştı.
 In most cases funding is shared on a 50-50 basis but on some occasions the [???] has contributed with proportionally more resources.," В большинстве случаев финансирование распределяется 50 на 50, но в некоторых случаях [???] вносит пропорционально больше ресурсов."," W większości przypadków finansowanie jest dzielone na zasadzie 50-50, ale w niektórych przypadkach [???] przyczyniło się do tego proporcjonalnie większymi środkami."," У большасці выпадкаў фінансаванне дзеліцца ў суадносінах 50-50, але ў некаторых выпадках [???] унёс прапарцыйна больш рэсурсаў."," У більшості випадків фінансування розподіляється на основі 50-50, але в деяких випадках [???] вносить пропорційно більше ресурсів."," В повечето случаи финансирането се споделя на база 50-50, но в някои случаи [???] е допринесъл с пропорционално повече ресурси."," V večini primerov se financiranje deli v razmerju 50-50, vendar je v nekaterih primerih [???] prispeval sorazmerno več sredstev."," Ve většině případů je financování sdíleno v poměru 50:50, ale v některých případech [???] přispěla proporcionálně více zdroji."," En la majoria dels casos, el finançament es comparteix entre 50 i 50, però en algunes ocasions el [???] ha contribuït amb més recursos proporcionalment."," En la mayoría de los casos, la financiación se comparte al 50%, pero en algunas ocasiones [???] ha contribuido con más recursos proporcionalmente."," Çoğu durumda finansman yüzde 50-50 oranında paylaşılır, ancak bazı durumlarda [???] orantılı olarak daha fazla kaynakla katkıda bulunmuştur."
